"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","CA110357","CA114720","CA139575","CA140404","CA140705","CA140717"
"hisB","","Histidine biosynthesis bifunctional protein HisB","4","4","1","2","255","69","3","","1061","1061","1061","OBHBHFCO_01068","","HDHBLALJ_01106","","HIOKELPH_01570","DOCPNFPP_00915"
"hisD","","Histidinol dehydrogenase","4","4","1","2","256","69","2","","1286","1286","1286","OBHBHFCO_01069","","HDHBLALJ_01105","","HIOKELPH_01571","DOCPNFPP_00914"
"hisG","","ATP phosphoribosyltransferase","4","4","1","2","257","69","1","","899","899","899","OBHBHFCO_01070","","HDHBLALJ_01104","","HIOKELPH_01572","DOCPNFPP_00913"
"group_1499","","hypothetical protein","4","4","1","2","192","58","1","","860","860","860","OBHBHFCO_01077","","HDHBLALJ_01097","","HIOKELPH_01579","DOCPNFPP_00906"
"group_150","","hypothetical protein","4","4","1","3","423","53","10","","338","716","621","OBHBHFCO_01224","","HDHBLALJ_01643","","HIOKELPH_01671","DOCPNFPP_01632"
"group_1500","","hypothetical protein","4","4","1","2","191","58","2","","488","488","488","OBHBHFCO_01078","","HDHBLALJ_01096","","HIOKELPH_01580","DOCPNFPP_00905"
"group_1501","","hypothetical protein","4","4","1","2","186","58","7","","158","158","158","OBHBHFCO_01082","","HDHBLALJ_01092","","HIOKELPH_01585","DOCPNFPP_00901"
"group_1502","","hypothetical protein","4","4","1","2","2","31","13","","413","413","413","OBHBHFCO_01086","","HDHBLALJ_01443","","HIOKELPH_01330","DOCPNFPP_01333"
"group_1503","","hypothetical protein","4","4","1","2","3","31","12","","530","530","530","OBHBHFCO_01089","","HDHBLALJ_01440","","HIOKELPH_01327","DOCPNFPP_01336"
"leuD1","","3-isopropylmalate dehydratase small subunit 1","4","4","1","2","4","31","11","","602","602","602","OBHBHFCO_01090","","HDHBLALJ_01439","","HIOKELPH_01326","DOCPNFPP_01337"
"leuC","","3-isopropylmalate dehydratase large subunit","4","4","1","2","5","31","10","","1406","1406","1406","OBHBHFCO_01091","","HDHBLALJ_01438","","HIOKELPH_01325","DOCPNFPP_01338"
"leuB","","3-isopropylmalate dehydrogenase","4","4","1","2","6","31","9","","1076","1076","1076","OBHBHFCO_01092","","HDHBLALJ_01437","","HIOKELPH_01324","DOCPNFPP_01339"
"leuA","","2-isopropylmalate synthase","4","4","1","2","7","31","8","","1535","1535","1535","OBHBHFCO_01093","","HDHBLALJ_01436","","HIOKELPH_01323","DOCPNFPP_01340"
"group_1508","","hypothetical protein","4","4","1","2","9","31","6","","644","644","644","OBHBHFCO_01095","","HDHBLALJ_01434","","HIOKELPH_01321","DOCPNFPP_01342"
"dnaN","","Beta sliding clamp","4","4","1","2","63","57","4","","1067","1067","1067","OBHBHFCO_01106","","HDHBLALJ_01423","","HIOKELPH_01310","DOCPNFPP_01353"
"gyrB","","DNA gyrase subunit B","4","4","1","2","62","57","5","","2312","2312","2312","OBHBHFCO_01107","","HDHBLALJ_01422","","HIOKELPH_01309","DOCPNFPP_01354"
"actP","","Cation/acetate symporter ActP","4","4","1","2","16","57","12","","1646","1646","1646","OBHBHFCO_01112","","HDHBLALJ_01417","","HIOKELPH_01302","DOCPNFPP_01359"
"group_1517","","hypothetical protein","4","4","1","2","17","57","11","","359","359","359","OBHBHFCO_01113","","HDHBLALJ_01416","","HIOKELPH_01301","DOCPNFPP_01360"
"group_1518","","hypothetical protein","4","4","1","2","18","57","10","","1301","1301","1301","OBHBHFCO_01114","","HDHBLALJ_01415","","HIOKELPH_01300","DOCPNFPP_01361"
"group_1519","gltB_1","Glutamate synthase [NADPH] small chain","4","4","1","2","20","128","2","","1445","1445","1445","OBHBHFCO_01116","","HDHBLALJ_01413","","HIOKELPH_01298","DOCPNFPP_01363"
"mdaB","","NADPH:quinone oxidoreductase MdaB","4","4","1","1","57","1","19","","485","581","509","OBHBHFCO_01255","","HDHBLALJ_01276","","HIOKELPH_00917","DOCPNFPP_00838"
"rnhB","","Ribonuclease HII","4","4","1","2","19","128","1","","608","608","608","OBHBHFCO_01117","","HDHBLALJ_01412","","HIOKELPH_01297","DOCPNFPP_01364"
"group_1521","","hypothetical protein","4","4","1","2","42","156","1","","1517","1517","1517","OBHBHFCO_01122","","HDHBLALJ_01407","","HIOKELPH_01292","DOCPNFPP_01369"
"yisK","","putative protein YisK","4","4","1","2","41","130","1","","866","866","866","OBHBHFCO_01124","","HDHBLALJ_01405","","HIOKELPH_01290","DOCPNFPP_01371"
"group_1523","","putative RNA pseudouridine synthase","4","4","1","2","35","130","2","","935","935","935","OBHBHFCO_01125","","HDHBLALJ_01404","","HIOKELPH_01289","DOCPNFPP_01372"
"tcyP","","L-cystine uptake protein TcyP","4","4","1","2","33","165","1","","1385","1385","1385","OBHBHFCO_01128","","HDHBLALJ_01401","","HIOKELPH_01286","DOCPNFPP_01375"
"pyrG","","CTP synthase","4","4","1","2","23","123","3","","1634","1634","1634","OBHBHFCO_01130","","HDHBLALJ_01399","","HIOKELPH_01284","DOCPNFPP_01377"
"recJ","","Single-stranded-DNA-specific exonuclease RecJ","4","4","1","2","22","123","2","","1571","1571","1571","OBHBHFCO_01131","","HDHBLALJ_01398","","HIOKELPH_01283","DOCPNFPP_01378"
"ansZ","","L-asparaginase 2","4","4","1","2","21","123","1","","995","995","995","OBHBHFCO_01132","","HDHBLALJ_01397","","HIOKELPH_01282","DOCPNFPP_01379"
"mqnE","","Aminodeoxyfutalosine synthase","4","4","1","1","2128","19","3","","1064","1064","1064","OBHBHFCO_01133","","HDHBLALJ_01604","","HIOKELPH_01071","DOCPNFPP_00674"
"group_1529","","Nucleobase transporter PlAzg1","4","4","1","1","2127","19","4","","1319","1319","1319","OBHBHFCO_01134","","HDHBLALJ_01603","","HIOKELPH_01070","DOCPNFPP_00675"
"gpt","","Xanthine phosphoribosyltransferase","4","4","1","1","2126","19","5","","443","443","443","OBHBHFCO_01135","","HDHBLALJ_01602","","HIOKELPH_01069","DOCPNFPP_00676"
"mlaA","","Intermembrane phospholipid transport system lipoprotein MlaA","4","4","1","1","2125","19","6","","698","698","698","OBHBHFCO_01136","","HDHBLALJ_01601","","HIOKELPH_01068","DOCPNFPP_00677"
"group_1532","","hypothetical protein","4","4","1","1","2124","19","7","","569","569","569","OBHBHFCO_01137","","HDHBLALJ_01600","","HIOKELPH_01067","DOCPNFPP_00678"
"group_1533","","hypothetical protein","4","4","1","1","2123","19","8","","2462","2462","2462","OBHBHFCO_01138","","HDHBLALJ_01599","","HIOKELPH_01066","DOCPNFPP_00679"
"group_1534","","dITP/XTP pyrophosphatase","4","4","1","1","2122","19","9","","608","608","608","OBHBHFCO_01139","","HDHBLALJ_01598","","HIOKELPH_01065","DOCPNFPP_00680"
"group_1535","","hypothetical protein","4","4","1","1","2054","19","10","","455","455","455","OBHBHFCO_01140","","HDHBLALJ_01597","","HIOKELPH_01064","DOCPNFPP_00681"
"yajR","","Inner membrane transport protein YajR","4","4","1","1","2055","19","11","","1295","1295","1295","OBHBHFCO_01141","","HDHBLALJ_01596","","HIOKELPH_01063","DOCPNFPP_00682"
"group_1537","","hypothetical protein","4","4","1","1","2056","19","19","","527","527","527","OBHBHFCO_01142","","HDHBLALJ_01595","","HIOKELPH_01062","DOCPNFPP_00683"
"group_1538","","hypothetical protein","4","4","1","1","2057","19","18","","710","710","710","OBHBHFCO_01143","","HDHBLALJ_01594","","HIOKELPH_01061","DOCPNFPP_00684"
"tuf","","Elongation factor Tu","4","4","1","1","2058","19","17","","1799","1799","1799","OBHBHFCO_01144","","HDHBLALJ_01593","","HIOKELPH_01060","DOCPNFPP_00685"
"selA","","L-seryl-tRNA(Sec) selenium transferase","4","4","1","1","2059","19","16","","1322","1322","1322","OBHBHFCO_01145","","HDHBLALJ_01592","","HIOKELPH_01059","DOCPNFPP_00686"
"rsxB_2","","Ion-translocating oxidoreductase complex subunit B","4","4","1","1","2060","19","15","","1661","1661","1661","OBHBHFCO_01146","","HDHBLALJ_01591","","HIOKELPH_01058","DOCPNFPP_00687"
"isiB","","Flavodoxin","4","4","1","1","2062","19","13","","491","491","491","OBHBHFCO_01148","","HDHBLALJ_01589","","HIOKELPH_01056","DOCPNFPP_00689"
"group_1543","","hypothetical protein","4","4","1","1","2063","19","12","","695","695","695","OBHBHFCO_01149","","HDHBLALJ_01588","","HIOKELPH_01055","DOCPNFPP_00690"
"katA","","Catalase","4","4","1","1","2053","38","11","","1424","1424","1424","OBHBHFCO_01151","","HDHBLALJ_01586","","HIOKELPH_01053","DOCPNFPP_00692"
"group_1545","","hypothetical protein","4","4","1","1","2051","38","13","","668","668","668","OBHBHFCO_01153","","HDHBLALJ_01584","","HIOKELPH_01051","DOCPNFPP_00694"
"yabJ","","2-iminobutanoate/2-iminopropanoate deaminase","4","4","1","1","2050","38","10","","362","362","362","OBHBHFCO_01154","","HDHBLALJ_01583","","HIOKELPH_01050","DOCPNFPP_00695"
"tpiA","","Triosephosphate isomerase","4","4","1","1","2047","6","17","","671","671","671","OBHBHFCO_01163","","HDHBLALJ_01574","","HIOKELPH_01041","DOCPNFPP_00704"
"pgk","","Phosphoglycerate kinase","4","4","1","1","2046","6","18","","1202","1202","1202","OBHBHFCO_01164","","HDHBLALJ_01573","","HIOKELPH_01040","DOCPNFPP_00705"
"nadD","","putative nicotinate-nucleotide adenylyltransferase","4","4","1","1","2044","6","20","","545","545","545","OBHBHFCO_01166","","HDHBLALJ_01571","","HIOKELPH_01038","DOCPNFPP_00707"
"rsfS","","Ribosomal silencing factor RsfS","4","4","1","1","2043","6","21","","326","326","326","OBHBHFCO_01167","","HDHBLALJ_01570","","HIOKELPH_01037","DOCPNFPP_00708"
"algC","","Phosphomannomutase/phosphoglucomutase","4","4","1","1","2042","6","22","","1364","1364","1364","OBHBHFCO_01168","","HDHBLALJ_01569","","HIOKELPH_01036","DOCPNFPP_00709"
"glmU_2","","Bifunctional protein GlmU","4","4","1","1","2034","6","31","","1496","1496","1496","OBHBHFCO_01176","","HDHBLALJ_01561","","HIOKELPH_01028","DOCPNFPP_00717"
"group_1556","","hypothetical protein","4","4","1","3","447","170","1","","1781","1781","1781","OBHBHFCO_01182","","HDHBLALJ_01685","","HIOKELPH_01714","DOCPNFPP_01674"
"group_1557","","hypothetical protein","4","4","1","3","451","77","6","","338","338","338","OBHBHFCO_01185","","HDHBLALJ_01682","","HIOKELPH_01711","DOCPNFPP_01671"
"hom","","Homoserine dehydrogenase","4","4","1","3","450","77","7","","1250","1250","1250","OBHBHFCO_01186","","HDHBLALJ_01681","","HIOKELPH_01710","DOCPNFPP_01670"
"alaC","","Glutamate-pyruvate aminotransferase AlaC","4","4","1","3","460","77","5","","1205","1205","1205","OBHBHFCO_01187","","HDHBLALJ_01680","","HIOKELPH_01709","DOCPNFPP_01669"
"group_156","","hypothetical protein","4","4","1","1","1164","48","9","","1406","1895","1528","OBHBHFCO_01357","","HDHBLALJ_00115","","HIOKELPH_00507","DOCPNFPP_00380"
"group_1560","","hypothetical protein","4","4","1","3","461","77","4","","806","806","806","OBHBHFCO_01188","","HDHBLALJ_01679","","HIOKELPH_01708","DOCPNFPP_01668"
"group_1561","","hypothetical protein","4","4","1","3","462","77","3","","947","947","947","OBHBHFCO_01189","","HDHBLALJ_01678","","HIOKELPH_01707","DOCPNFPP_01667"
"rlmB","","23S rRNA (guanosine-2'-O-)-methyltransferase RlmB","4","4","1","3","463","77","2","","683","683","683","OBHBHFCO_01190","","HDHBLALJ_01677","","HIOKELPH_01706","DOCPNFPP_01666"
"rsmI","","Ribosomal RNA small subunit methyltransferase I","4","4","1","3","464","77","1","","824","824","824","OBHBHFCO_01191","","HDHBLALJ_01676","","HIOKELPH_01705","DOCPNFPP_01665"
"rsmE","","Ribosomal RNA small subunit methyltransferase E","4","4","1","3","446","37","1","","653","653","653","OBHBHFCO_01193","","HDHBLALJ_01674","","HIOKELPH_01703","DOCPNFPP_01663"
"group_1565","","hypothetical protein","4","4","1","3","445","37","2","","407","407","407","OBHBHFCO_01194","","HDHBLALJ_01673","","HIOKELPH_01702","DOCPNFPP_01662"
"group_1566","","hypothetical protein","4","4","1","3","444","37","3","","422","422","422","OBHBHFCO_01195","","HDHBLALJ_01672","","HIOKELPH_01701","DOCPNFPP_01661"
"group_1567","","hypothetical protein","4","4","1","3","443","37","5","","581","581","581","OBHBHFCO_01196","","HDHBLALJ_01671","","HIOKELPH_01700","DOCPNFPP_01660"
"moaA_3","","GTP 3',8-cyclase","4","4","1","3","433","37","7","","962","962","962","OBHBHFCO_01198","","HDHBLALJ_01669","","HIOKELPH_01698","DOCPNFPP_01658"
"group_1570","","hypothetical protein","4","4","1","3","434","37","8","","518","518","518","OBHBHFCO_01199","","HDHBLALJ_01668","","HIOKELPH_01697","DOCPNFPP_01657"
"group_1571","","hypothetical protein","4","4","1","3","435","37","9","","500","500","500","OBHBHFCO_01200","","HDHBLALJ_01667","","HIOKELPH_01696","DOCPNFPP_01656"
"COQ2","","4-hydroxybenzoate polyprenyltransferase, mitochondrial","4","4","1","3","436","37","10","","884","884","884","OBHBHFCO_01201","","HDHBLALJ_01666","","HIOKELPH_01695","DOCPNFPP_01655"
"miaA","","tRNA dimethylallyltransferase","4","4","1","3","437","37","11","","869","869","869","OBHBHFCO_01202","","HDHBLALJ_01665","","HIOKELPH_01694","DOCPNFPP_01654"
"mntP","","putative manganese efflux pump MntP","4","4","1","3","438","37","12","","563","563","563","OBHBHFCO_01203","","HDHBLALJ_01664","","HIOKELPH_01693","DOCPNFPP_01653"
"btuD_4","","Vitamin B12 import ATP-binding protein BtuD","4","4","1","3","431","32","1","","905","905","905","OBHBHFCO_01209","","HDHBLALJ_01658","","HIOKELPH_01687","DOCPNFPP_01647"
"group_1576","","hypothetical protein","4","4","1","3","430","32","2","","1616","1616","1616","OBHBHFCO_01210","","HDHBLALJ_01657","","HIOKELPH_01686","DOCPNFPP_01646"
"futA1","","Iron uptake protein A1","4","4","1","3","412","32","3","","1004","1004","1004","OBHBHFCO_01211","","HDHBLALJ_01656","","HIOKELPH_01685","DOCPNFPP_01645"
"group_1578","","hypothetical protein","4","4","1","3","413","32","4","","122","122","122","OBHBHFCO_01212","","HDHBLALJ_01655","","HIOKELPH_01684","DOCPNFPP_01644"
"group_1579","","hypothetical protein","4","4","1","3","414","32","5","","842","842","842","OBHBHFCO_01213","","HDHBLALJ_01654","","HIOKELPH_01683","DOCPNFPP_01643"
"group_1580","","putative TonB-dependent receptor","4","4","1","3","415","32","6","","2276","2276","2276","OBHBHFCO_01214","","HDHBLALJ_01653","","HIOKELPH_01682","DOCPNFPP_01642"
"exbB","","Biopolymer transport protein ExbB","4","4","1","3","416","32","7","","761","761","761","OBHBHFCO_01215","","HDHBLALJ_01652","","HIOKELPH_01681","DOCPNFPP_01641"
"group_1582","","hypothetical protein","4","4","1","3","418","32","8","","746","746","746","OBHBHFCO_01217","","HDHBLALJ_01650","","HIOKELPH_01679","DOCPNFPP_01639"
"group_1583","","hypothetical protein","4","4","1","3","427","53","2","","1361","1361","1361","OBHBHFCO_01220","","HDHBLALJ_01647","","HIOKELPH_01676","DOCPNFPP_01636"
"apaH","","Bis(5'-nucleosyl)-tetraphosphatase, symmetrical","4","4","1","3","426","53","3","","1184","1184","1184","OBHBHFCO_01221","","HDHBLALJ_01646","","HIOKELPH_01675","DOCPNFPP_01635"
"group_1585","","hypothetical protein","4","4","1","3","425","53","4","","209","209","209","OBHBHFCO_01222","","HDHBLALJ_01645","","HIOKELPH_01674","DOCPNFPP_01634"
"group_1586","","hypothetical protein","4","4","1","3","424","53","11","","740","740","740","OBHBHFCO_01223","","HDHBLALJ_01644","","HIOKELPH_01673","DOCPNFPP_01633"
"group_1587","","hypothetical protein","4","4","1","3","422","53","8","","392","392","392","OBHBHFCO_01225","","HDHBLALJ_01642","","HIOKELPH_01670","DOCPNFPP_01631"
"group_1588","","hypothetical protein","4","4","1","3","421","53","7","","89","89","89","OBHBHFCO_01226","","HDHBLALJ_01641","","HIOKELPH_01669","DOCPNFPP_01630"
"purN","","Phosphoribosylglycinamide formyltransferase","4","4","1","3","420","53","6","","575","575","575","OBHBHFCO_01227","","HDHBLALJ_01640","","HIOKELPH_01668","DOCPNFPP_01629"
"nnr","","Bifunctional NAD(P)H-hydrate repair enzyme Nnr","4","4","1","3","494","53","5","","1370","1370","1370","OBHBHFCO_01228","","HDHBLALJ_01639","","HIOKELPH_01667","DOCPNFPP_01628"
"comM","","Competence protein ComM","4","4","1","3","408","132","2","","1505","1505","1505","OBHBHFCO_01230","","HDHBLALJ_01637","","HIOKELPH_01665","DOCPNFPP_01626"
"def","","Peptide deformylase","4","4","1","3","409","132","1","","527","527","527","OBHBHFCO_01231","","HDHBLALJ_01636","","HIOKELPH_01664","DOCPNFPP_01625"
"folE","","GTP cyclohydrolase 1","4","4","1","3","501","168","1","","602","602","602","OBHBHFCO_01234","","HDHBLALJ_01633","","HIOKELPH_01661","DOCPNFPP_01622"
"group_1595","","hypothetical protein","4","4","1","1","67","1","35","","731","731","731","OBHBHFCO_01239","","HDHBLALJ_01292","","HIOKELPH_00933","DOCPNFPP_00822"
"group_1596","","hypothetical protein","4","4","1","1","68","1","34","","1037","1037","1037","OBHBHFCO_01240","","HDHBLALJ_01291","","HIOKELPH_00932","DOCPNFPP_00823"
"group_1597","","hypothetical protein","4","4","1","1","69","1","33","","317","317","317","OBHBHFCO_01241","","HDHBLALJ_01290","","HIOKELPH_00931","DOCPNFPP_00824"
"dps","","DNA protection during starvation protein","4","4","1","1","70","1","32","","449","449","449","OBHBHFCO_01242","","HDHBLALJ_01289","","HIOKELPH_00930","DOCPNFPP_00825"
"pgi","","Glucose-6-phosphate isomerase","4","4","1","1","71","1","31","","1220","1220","1220","OBHBHFCO_01243","","HDHBLALJ_01288","","HIOKELPH_00929","DOCPNFPP_00826"
"apt","","Adenine phosphoribosyltransferase","4","4","1","1","1320","3","2","","383","548","506","OBHBHFCO_01444","","HDHBLALJ_00215","","HIOKELPH_00409","DOCPNFPP_00280"
"gtaB","","UTP--glucose-1-phosphate uridylyltransferase","4","4","1","1","72","1","30","","824","824","824","OBHBHFCO_01244","","HDHBLALJ_01287","","HIOKELPH_00928","DOCPNFPP_00827"
"acs","","Acetyl-coenzyme A synthetase","4","4","1","1","73","1","29","","1970","1970","1970","OBHBHFCO_01245","","HDHBLALJ_01286","","HIOKELPH_00927","DOCPNFPP_00828"
"tupC","","Tungstate uptake system ATP-binding protein TupC","4","4","1","1","74","1","28","","995","995","995","OBHBHFCO_01246","","HDHBLALJ_01285","","HIOKELPH_00926","DOCPNFPP_00829"
"group_1605","","hypothetical protein","4","4","1","1","62","1","24","","1169","1169","1169","OBHBHFCO_01250","","HDHBLALJ_01281","","HIOKELPH_00922","DOCPNFPP_00833"
"pxpB","","5-oxoprolinase subunit B","4","4","1","1","61","1","23","","740","740","740","OBHBHFCO_01251","","HDHBLALJ_01280","","HIOKELPH_00921","DOCPNFPP_00834"
"pxpC","","5-oxoprolinase subunit C","4","4","1","1","60","1","22","","965","965","965","OBHBHFCO_01252","","HDHBLALJ_01279","","HIOKELPH_00920","DOCPNFPP_00835"
"group_1608","","Putative hydro-lyase","4","4","1","1","59","1","21","","764","764","764","OBHBHFCO_01253","","HDHBLALJ_01278","","HIOKELPH_00919","DOCPNFPP_00836"
"group_1609","","hypothetical protein","4","4","1","1","58","1","20","","899","899","899","OBHBHFCO_01254","","HDHBLALJ_01277","","HIOKELPH_00918","DOCPNFPP_00837"
"aadK_1","","Aminoglycoside 6-adenylyltransferase","4","4","1","1","55","1","17","","866","866","866","OBHBHFCO_01257","","HDHBLALJ_01274","","HIOKELPH_01715","DOCPNFPP_00840"
"sotB","","sugar efflux transporter","4","4","1","1","116","1","86","","1190","1190","1190","OBHBHFCO_01270","","HDHBLALJ_01261","","HIOKELPH_00916","DOCPNFPP_00853"
"blc","","Outer membrane lipoprotein Blc","4","4","1","1","117","1","85","","452","452","452","OBHBHFCO_01271","","HDHBLALJ_01260","","HIOKELPH_00915","DOCPNFPP_00854"
"group_1620","","hypothetical protein","4","4","1","2","545","16","8","","230","230","230","OBHBHFCO_01275","","HDHBLALJ_01199","","HIOKELPH_01506","DOCPNFPP_01010"
"cydA","","Cytochrome bd-I ubiquinol oxidase subunit 1","4","4","1","2","544","16","7","","1562","1562","1562","OBHBHFCO_01276","","HDHBLALJ_01198","","HIOKELPH_01505","DOCPNFPP_01009"
"cydB","","Cytochrome bd-I ubiquinol oxidase subunit 2","4","4","1","2","543","16","6","","1124","1124","1124","OBHBHFCO_01277","","HDHBLALJ_01197","","HIOKELPH_01504","DOCPNFPP_01008"
